_id,ltable.id,rtable.id,table.ENTRYTYPE,ltable.author,ltable.title,ltable.year,rtable.ENTRYTYPE,rtable.author,rtable.title,rtable.year,label
626608,1013,171,inproceedings,"Dimitri Treebushny and
Henrik Madsen","A New Reduced Rank Square Root Kalman Filter for Data Assimilation
in Mathematical Models",2003,article,"Li, Wei and McCallum, Andrew",Rapid development of Hindi named entity recognition using conditional random fields and feature induction,2003.0,0
627596,1016,1836,article,"Ali Faisal and
Frank Dondelinger and
Dirk Husmeier and
Colin M. Beale","Inferring species interaction networks from species abundance data:
{A} comparative evaluation of various statistical and machine learning
methods",2010,article,"Li, Rong-Hua and Yu, Jeffrey Xu and Huang, Xin and Cheng, Hong and Shang, Zechao",Measuring the impact of MVC attack in large complex networks,2014.0,0
629814,1026,2800,article,Amarnath Gupta,Life Science Research and Data Management,2004,inproceedings,"Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",Processing continual range queries over moving objects using VCR-based query indexes,2004.0,0
63145,128,1734,inproceedings,"Yuanyuan Zhu and
Lu Qin and Jeffrey Xu Yu and Hong Cheng",Finding top-k similar graphs in graph databases,2012,inproceedings,"Zhu, Yuanyuan and Qin, Lu and Yu, Jeffrey Xu and Cheng, Hong",Finding top-k similar graphs in graph databases,2012.0,1
633709,1036,2665,inproceedings,"Sheng Yu and
Yinfeng Xu and
Ming Liu and
Feifeng Zheng","Optimal Policy for Single-Machine Scheduling with Deterioration Effects, Learning Effects, Setup Times, and Availability Constraints",2011,inproceedings,"Dan, Asit and Dias, Daniel M and Philip, S Yu",The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.,1990.0,0
63651,128,2514,inproceedings,"Yuanyuan Zhu and
Lu Qin and Jeffrey Xu Yu and Hong Cheng",Finding top-k similar graphs in graph databases,2012,misc,"Yu, Philip Shi-lung",Method and apparatus for dynamic interval-based load balancing,2000.0,0
64795,129,2457,article,Yajun Yang and Hong Gao and Jeffrey Xu Yu and Jianzhong Li,"Finding the Cost-Optimal Path with Time Constraint over Time-Dependent
Graphs",2014,article,"Chen, Ming-Syan and Wu, Kun-Lung and Yu, Philip S",Optimizing index allocation for sequential data broadcasting in wireless mobile computing,2003.0,0
651312,1099,920,article,"G. S. Mahapatra and
T. K. Mandal and
G. P. Samanta","A production inventory model with fuzzy coefficients using parametric
geometric programming approach",2011,inproceedings,"Shafiq, Basit and Vaidya, Jaideep S and Ghafoor, Arif and Bertino, Elisa",A framework for verification and optimal reconfiguration of event-driven role based access control policies,2012.0,0
657367,1125,2185,article,"Gladys A. Cotter and
Mike Frame and
Ron Sepic","Integrated science for environmental decision-making: the challenge
for biodiversity and ecosystem informatics",2004,inproceedings,"Lawrence, Neil D and Jordan, Michael I",Semi-supervised learning via Gaussian processes,2004.0,0
659780,1139,2386,inproceedings,"Roy S. Freedman and
Isidore Sobkowski","Surveillance of Parimutuel Wagering Integrity Using Expert Systems
and Machine Learning",2010,article,"Park, Jong Soo and Chen, Ming-Syan and Yu, Philip S",Using a hash-based method with transaction trimming for mining association rules,1997.0,0
66415,130,2893,article,"Jeffrey Xu Yu and
Xin Yao and Chi{-}Hon Choi and Gang Gou",Materialized view selection as constrained evolutionary optimization,2003,article,"Wu, Kun-Lung and Chen, Shyh-Kwei and Philip, S Yu",Efficient processing of continual range queries for location-aware mobile services,2005.0,0
66902,131,1915,incollection,"Jeffrey Xu Yu and
Jiefeng Cheng",Graph Reachability Queries: {A} Survey,2010,incollection,"Li, Zhiheng and Yu, Jeffrey Xu and Lu, Hongjun and Xu, Yabo and Liu, Guimei",Data mining proxy: serving large number of users for efficient frequent itemset mining,2004.0,0
674609,1195,246,incollection,,Cross-Language Document Categorization,2010,inproceedings,"Druck, Gregory and McCallum, Andrew",High-performance semi-supervised learning using discriminatively constrained generative models,2010.0,0
679299,1211,2189,proceedings,,"Advances in Databases, 17th British National Conferenc on Databases, {BNCOD} 17, Exeter, UK, July 3-5, 2000, Proceedings",2000,article,"Ma, Jinwen and Xu, Lei and Jordan, Michael I",Asymptotic convergence rate of the EM algorithm for Gaussian mixtures,2000.0,0
680963,1220,1904,inproceedings,Jan Outrata,Preprocessing Input Data for Machine Learning by {FCA},2010,inproceedings,"Chang, Lijun and Yu, Jeffrey Xu and Qin, Lu and Lin, Xuemin",Probabilistic ranking over relations,2010.0,0
682952,1224,2901,article,"John Skvoretz and
Shelley A. Smith and
Chuck Baldwin",Parallel-processing applications for data analysis in the social sciences,1992,incollection,"Yu, Philip S. and Chen, M-S and Wolf, Joel L and Turek, John",Parallel query processing,1993.0,0
683479,1227,1197,article,"Andreas Freier and
Ralf Hofest{\""{a}}dt and
Matthias Lange and
Uwe Scholz and
Andreas Stephanik","BioDataServer: {A} SQL-based service for the online integration of
life science data",2002,article,"Hinton, Geoffrey E",Training products of experts by minimizing contrastive divergence,2002.0,0
686366,1236,914,inproceedings,"Daeho Lim and
Kyungsook Han","Mining {RNA} Structure Elements from the Structure Data of Protein-RNA
Complexes",2003,incollection,"Bertino, Elisa and Carminati, Barbara and Ferrari, Elena and Mella, Giovanni",Author-X--A System for Secure Dissemination and Update of XML Documents,2003.0,0
691127,1250,2016,inproceedings,"Wei Zhang and
Scott J. Emrich and
Erliang Zeng",A two-stage machine learning approach for pathway analysis,2010,article,"Yu, J and Hu, X",Association of long-acting reversible contraceptive use and public health measures in Kenya and Ethiopia,2013.0,0
69120,133,1639,article,"Ching{-}Fung Cheung and
Jeffrey Xu Yu and Hongjun Lu",Constructing Suffix Tree for Gigabyte Sequences with Megabyte Memory,2005,article,"Cheung, Ching-Fung and Yu, Jeffrey Xu and Lu, Hongjun",Constructing suffix tree for gigabyte sequences with megabyte memory,2005.0,1
691610,1252,2062,inproceedings,Zhongyu Lu,"Building {XML} Applications in Science and Technology: {XML} Schema
for Scientific Databases",2002,article,"Yu, J and Lu, M and Kim, S",Extratropical Forcing and the Emergence of Central-Pacific El Ni{\~n}o in Recent Decades,2012.0,0
707505,1308,1587,incollection,Susan E. George,Heuristics in Medical Data Mining,2005,article,"Chilton, Paul and Lakoff, George",Foreign policy by metaphor,1995.0,0
721762,1367,2115,inproceedings,"Xiulei Qin and
Wenbo Zhang and
Wei Wang and
Jun Wei and
Hua Zhong and
Tao Huang","On-line Cache Strategy Reconfiguration for Elastic Caching Platform:
{A} Machine Learning Approach",2011,article,"Ding, Chris and Li, Tao and Jordan, Michael and others",Convex and semi-nonnegative matrix factorizations,2010.0,0
724964,1378,1368,article,"Krishnamurty Muralidhar and
Rathindra Sarathy and
Rahul Parsa","An Improved Security Requirement for Data Perturbation with Implications
for E-Commerce",2001,inproceedings,"Hinton, Geoffrey E and Teh, Yee-Whye",Discovering multiple constraints that are frequently approximately satisfied,2001.0,0
735520,1423,1686,article,Li{-}Juan Wang,"An improved multiple fuzzy {NNC} system based on mutual information
and fuzzy integral",2011,inproceedings,"Wang, Guoren and Liu, Mengchi and Yu, Ge and Sun, Bing and Yu, Ge and Lv, Jianhua and Lu, Hongjun",Effective schema-based XML query optimization techniques,2003.0,0
739992,1440,2054,inproceedings,"Yu Cheng and
Chengjie Qin and
Florin Rusu",{GLADE:} big data analytics made easy,2012,inproceedings,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,2011.0,0
742550,1444,2607,inproceedings,"Jan Mandel and
Lynn S. Bennethum and
Mingshi Chen and
Janice L. Coen and
Craig C. Douglas and
Leopoldo P. Franca and
Craig J. Johns and
Minjeong Kim and
Andrew V. Knyazev and
Robert Kremens and
Vaibhav Kulkarni and
Guan Qin and
Anthony Vodacek and
Jianjia Wu and
Wei Zhao and
Adam Zornes",Towards a Dynamic Data Driven Application System for Wildfire Simulation,2005,inproceedings,"Chi, Yun and Philip, S Yu and Wang, Haixun and Muntz, Richard R",Loadstar: A Load Shedding Scheme for Classifying Data Streams.,2005.0,0
749394,1466,249,article,"Virginia R. de Sa and
Patrick W. Gallagher and
Joshua M. Lewis and
Vicente L. Malave",Multi-view kernel construction,2010,book,"McCallum, R Andrew",Learning with incomplete selective perception,1993.0,0
75119,138,1624,inproceedings,"Junhu Wang and
Jeffrey Xu Yu",XPath Rewriting Using Multiple Views,2008,article,"Yu, Jeffrey Xu and Qin, Lu and Chang, Lijun",Keyword search in databases,2009.0,0
751264,1468,2935,inproceedings,"Andrew E. Johnson and
Thomas G. Moher and
Yongjoo Cho and
Daniel C. Edelson and
Brian J. Reiser","6th Graders ""doin' science"" - Collecting Data and Looking for Patterns
in a Virtual Field",2002,article,"Harter, Tyler and Borthakur, Dhruba and Dong, Siying and Aiyer, Amitanand S and Tang, Liyin and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",Analysis of HDFS under HBase: a facebook messages case study.,2014.0,0
752640,1471,2127,inproceedings,Jeffrey D. Ullman,The Interface Between Language Theory and Database Theory,1992,inproceedings,"Jordan, Michael I and Jacobs, Robert A",Hierarchies of adaptive experts,1992.0,0
754629,1477,220,inproceedings,"Frank K. H. A. Dehne and
Todd Eavis and
Andrew Rau{-}Chaplin","Coarse Grained Parallel On-Line Analytical Processing {(OLAP)} for
Data Mining",2001,article,"Zheng, Jianping and Vilnis, Luke and Singh, Sameer and Choi, Jinho D and McCallum, Andrew",Dynamic knowledge-base alignment for coreference resolution,2013.0,0
756743,1485,1942,article,"Bipin K. Tripathi and
Prem K. Kalra",On the learning machine for three dimensional mapping,2011,article,"Mao, LL and Yu, JJ and Zhang, YC and WANG, Ping and MIN, Lei-lei",Studies on Estimation and Error Analysis of the Riverbed Leakage Area of Heihe Lower Basin,2011.0,0
769596,1535,3118,inproceedings,"Jos{\'{e}} M. Urquiza and
Ignacio Rojas and
H{\'{e}}ctor Pomares and
Luis Javier Herrera and
J. P. Florido and
Francisco M. Ortu{\~{n}}o Guzman","Using Machine Learning Techniques and Genomic/Proteomic Information
from Known Databases for {PPI} Prediction",2011,inproceedings,"Krishnan, Swetha and Ravipati, Giridhar and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Miller, Barton P",The effects of metadata corruption on nfs,2007.0,0
772644,1546,2616,article,Tong Zhang,Analysis of Multi-stage Convex Relaxation for Sparse Regularization,2010,article,"Philip, S Yu and Wolf, Joel L and Shachnai, Hadas",Design and analysis of a look-ahead scheduling scheme to support pause-resume for video-on-demand applications,1995.0,0
774390,1555,1664,incollection,,Entailment,2010,inproceedings,"Zhou, Yang and Cheng, Hong and Yu, Jeffrey Xu",Clustering large attributed graphs: An efficient incremental approach,2010.0,0
776297,1561,2855,article,"Frank S. C. Tseng and
Chia{-}Wei Chen",Integrating heterogeneous data warehouses using {XML} technologies,2005,article,"Zhu, Xingquan and Ding, Wei and Philip, S Yu and Zhang, Chengqi",One-class learning and concept summarization for data streams,2011.0,0
77648,140,1720,article,"Xuemin Lin and
Jian Xu and Qing Zhang and Hongjun Lu and Jeffrey Xu Yu and Xiaofang Zhou and Yidong Yuan",Approximate Processing of Massive Continuous Quantile Queries over High-Speed Data Streams,2006,article,"Lin, Xuemin and Xu, Jian and Zhang, Qing and Lu, Hongjun and Yu, Jeffrey Xu and Zhou, Xiaofang and Yuan, Yidong",Approximate processing of massive continuous quantile queries over high-speed data streams,2006.0,1
779060,1570,596,article,"Loris Pignolo and
Vincenzo i Lagan","Prediction of Outcome in the Vegetative State by Machine Learning
Algorithms: {A} Model for Clinicians?",2011,inproceedings,"Sultana, Salmin and Bertino, Elisa and Shehab, Mohamed",A provenance based mechanism to identify malicious packet dropping adversaries in sensor networks,2011.0,0
780194,1575,2929,proceedings,,"New Horizons in Information Management, 20th British National Conference
on Databases, {BNCOD} 20, Coventry, UK, July 15-17, 2003, Proceedings",2003,inproceedings,"Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H and Burnett, Nathan C and Denehy, Timothy E and Engle, Thomas J and Gunawi, Haryadi S and Nugent, James A and Popovici, Florentina I",Transforming policies into mechanisms with infokernel,2003.0,0
781605,1581,1828,proceedings,,"Mining Multimedia and Complex Data, {KDD} Workshop {MDM/KDD} 2002, {PAKDD} Workshop {KDMCD} 2002, Revised Papers",2003,article,"Yu, J-q and Lei, J-c and Luo, S-d and Zou, G-l",Determination of erythromycin ethylsuccinate and its related substances by ion suppression chromatography,2003.0,0
784395,1590,3010,article,"Shabana Vohra and
Benjamin A. Hall and
Daniel A. Holdbrook and
Syma Khalid and
Philip C. Biggin","Bookshelf: a simple curation system for the storage of biomolecular
simulation data",2010,article,"Krioukov, Andrew and Bairavasundaram, Lakshmi N and Goodson, Garth R and Srinivasan, Kiran and Thelen, Randy and Arpaci-Dusseau, Andrea C and Arpaci-Dusseau, Remzi H",Parity Lost and Parity Regained.,2008.0,0
785110,1593,2798,article,F. J. Smith,Adding intelligence to a scientific database,2004,misc,"Yu, Philip Shi-lung and Greene, David P and Stern, Edith H and Willner, Barry E",Systems and methods for distributing information to an operator of a vehicle,2004.0,0
792238,1621,83,article,P. J. Pollick,Selection of patents for the Chemical Abstracts Service data base,1983,article,"Huang, Jiansheng and Chen, Ting and Doan, AnHai and Naughton, Jeffrey F",On the provenance of non-answers to queries over extracted data,2008.0,0
794532,1627,1777,incollection,Alexander L. Strehl,Associative Reinforcement Learning,2010,inproceedings,"Chen, Baichen and Liang, Weifa and Yu, Jeffrey Xu",Online time interval top-k queries in wireless sensor networks,2010.0,0
795637,1631,1688,article,"Jiuwen Cao and
Zhiping Lin and
Guang{-}Bin Huang",Composite function wavelet neural networks with extreme learning machine,2010,inproceedings,"Chen, Baichen and Liang, Weifa and Zhou, Rui and Yu, Jeffrey Xu",Energy-efficient top-k query processing in wireless sensor networks,2010.0,0
801347,1649,1308,inproceedings,"Ildefonso Mart{\'{\i}}nez{-}Marchena and
Llanos Mora L{\'{o}}pez and
Pedro J. Sanchez and
Mariano Sidrach de Cardona","Binding Machine Learning Models and {OPC} Technology for Evaluating
Solar Energy Systems",2010,inproceedings,"Krizhevsky, Alex and Hinton, Geoffrey E and others",Factored 3-way restricted boltzmann machines for modeling natural images,2010.0,0
801460,1649,2034,inproceedings,"Ildefonso Mart{\'{\i}}nez{-}Marchena and
Llanos Mora L{\'{o}}pez and
Pedro J. Sanchez and
Mariano Sidrach de Cardona","Binding Machine Learning Models and {OPC} Technology for Evaluating
Solar Energy Systems",2010,article,"Remick, SC and Yu, JJ and Fu, P and Pink, JJ and Dawson, D and Wasman, J and Orem, J and Mwanda, WO and Guo, Y and Liang, X and others",HPV genotype and EGFR activation in conjunctival carcinoma among HIV patients in East Africa,2010.0,0
80222,142,1760,inproceedings,Junhu Wang and Jeffrey Xu Yu and Chengfei Liu,On Tree Pattern Query Rewriting Using Views,2007,article,"Wu, Di and Ke, Yiping and Yu, Jeffrey Xu and Philip, S Yu and Chen, Lei",Leadership discovery when data correlatively evolve,2011.0,0
80342,142,1882,inproceedings,Junhu Wang and Jeffrey Xu Yu and Chengfei Liu,On Tree Pattern Query Rewriting Using Views,2007,incollection,"Wang, Junhu and Yu, Jeffrey Xu and Liu, Chengfei",On tree pattern query rewriting using views,2007.0,0
817759,1718,1238,inproceedings,Martin Holena,"Extraction of Logical Rules from Data by Means of Piecewise-Linear
Neural Networks",2002,inproceedings,"Welling, Max and Osindero, Simon and Hinton, Geoffrey E",Learning sparse topographic representations with products of student-t distributions,2002.0,0
819171,1722,507,proceedings,,"Data Warehousing and Knowledge Discovery, 6th International Conference, DaWaK 2004, Zaragoza, Spain, September 1-3, 2004, Proceedings",2004,inproceedings,"Bertino, Elisa and Damiani, Maria Luisa and Momini, Davide",An access control system for a web map management service,2004.0,0
82634,144,1694,inproceedings,"Junhu Wang and
Jeffrey Xu Yu and Chengfei Liu",Contained Rewritings of XPath Queries Using Views Revisited,2008,inproceedings,"Zou, Lei and Chen, Lei and Yu, Jeffrey Xu and Lu, Yansheng",A novel spectral coding in a large graph database,2008.0,0
82762,144,1823,inproceedings,"Junhu Wang and
Jeffrey Xu Yu and Chengfei Liu",Contained Rewritings of XPath Queries Using Views Revisited,2008,incollection,"Wang, Junhu and Yu, Jeffrey Xu and Liu, Chengfei",Contained rewritings of XPath queries using views revisited,2008.0,1
829219,1758,1795,incollection,,Genetic Neural Networks,2010,article,"Qin, Lu and Yu, Jeffrey Xu and Chang, Lijun",Ten thousand SQLs: parallel keyword queries computing,2010.0,0
832379,1765,2388,article,"Hartmut Aumann and
Moustafa T. Chahine and
Catherine Gautier and
Mitchell D. Goldberg and
Eugenia Kalnay and
Larry M. McMillin and
Henry E. Revercomb and
Philip W. Rosenkranz and
William L. Smith and
David H. Staelin and
Larrabee L. Strow and
Joel Susskind","{AIRS/AMSU/HSB} on the Aqua mission: design, science objectives, data
products, and processing systems",2003,inproceedings,"Aggarwal, Charu C and Wolf, Joel L and Yu, Philip S and Procopiuc, Cecilia and Park, Jong Soo",Fast algorithms for projected clustering,1999.0,0
834698,1772,2652,article,"Michel Carabedian and
Jacques{-}Emile Dubois","Large Virtual Enhancement of a 13C {NMR} Database. {A} Structural
Crowning Extrapolation Method Enabling Spectral Data Transfer",1998,article,"Sozio, Mauro and Gionis, Aristides",of Proceedings: KDD'10: proceedings of the 16th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2010.0,0
837638,1783,775,incollection,"Ellen Riloff and
Lee A. Hollaar",Text Databases and Information Retrieval,1997,inproceedings,"Squicciarini, Anna Cinzia and Lee, Wonjun and Bertino, Elisa and Song, Carol X",A policy-based accountability tool for grid computing systems,2008.0,0
839389,1790,716,inproceedings,"Andr{\'{e}} Ricardo Gon{\c{c}}alves and
Maria Angelica de Oliveira Camargo{-}Brunetto","Classification of Poincar{\'{e}} plots for temporal series of
heart rate variability by using machine learning techniques",2010,inproceedings,"Bertino, Elisa and Guglielmina, Claudia",Optimization of object-oriented queries using path indices,1992.0,0
843229,1798,2891,article,"Paul B. Losiewicz and
Douglas W. Oard and
Ronald N. Kostoff",Textual Data Mining to Support Science and Technology Management,2000,article,"Cao, Longbing and Zhang, Chengqi and Zhao, Yanchang and Yu, Philip S and Williams, Graham",DDDM2007: Domain driven data mining,2007.0,0
850512,1824,1741,incollection,"Marta Franov{\'{a}} and
Yves Kodratoff","Two Examples of Computational Creativity: {ILP} Multiple Predicate
Synthesis and the 'Assets' in Theorem Proving",2010,incollection,"Ning, Bo and Liu, Chengfei and Yu, Jeffrey Xu and Wang, Guoren and Li, Jianxin",Matching top-k answers of twig patterns in probabilistic XML,2010.0,0
852925,1834,3114,incollection,"Martin L. Puterman and
Jonathan Patrick",Dynamic Programming,2010,article,"Wong, Frederick and Martin, Rich and Arpaci-Dusseau, Remzi and Wu, David and Culler, David",Understanding Application Scaling NAS Parallel Benchmarks 2.2 on NOW and SGI Origin 2000,1998.0,0
861116,1867,70,article,"Joseph M. Piwowar and
Ellsworth F. LeDrew and
Douglas J. Dudycha","Integration of spatial data in vector and raster formats in a geographic
information system environment",1990,article,"Lam, Wang and Liu, Lu and Prasad, STS and Rajaraman, Anand and Vacheri, Zoheb and Doan, AnHai",Muppet: MapReduce-style processing of fast data,2012.0,0
863105,1874,2572,article,"Guang{-}Bin Huang and
Dianhui Wang and
Yuan Lan",Extreme learning machines: a survey,2011,article,"Du, Zhidian and Li, Lin and Chen, Chin-Fu and Philip, S Yu and Wang, James Z",G-SESAME: web tools for GO-term-based gene similarity analysis and knowledge discovery,2009.0,0
863231,1875,763,incollection,"Giuseppe Pozzi and
Fabio A. Schreiber and
Letizia Tanca and
Luca Tosi","A Web-Geographical Information System to Support Territorial Data
Integration",2005,inproceedings,"Carminati, Barbara and Ferrari, Elena and Bertino, Elisa",Secure third party distribution of XML data,2005.0,0
864214,1878,1175,inproceedings,"Sung Jin Choi and
Hee Yong Youn and
Hyung Soo Lee",On Highly Secure and Available Data Storage Systems,2004,inproceedings,"Goldberger, Jacob and Hinton, Geoffrey E and Roweis, Sam T and Salakhutdinov, Ruslan",Neighbourhood components analysis,2004.0,0
864936,1882,234,incollection,"Eric Pardede and
J. Wenny Rahayu and
David Taniar",New {SQL} Standard in Database Modeling,2005,article,"Li, Wei and McCallum, Andrew",Semi-supervised sequence modeling with syntactic topic models,2005.0,0
868993,1893,2518,article,Brian McMahon,An integrated web resource for crystallography,2002,misc,"Wolf, Joel L and Yu, Philip Shi-lung",Method and apparatus for load balancing of web cluster farms,2002.0,0
869364,1895,1307,article,"Les Kitchen and
E. V. Krishnamurthy","Fast, parallel, relaxation screening for chemical patent data-base
search",1982,inproceedings,"Bishop, Christopher M and Svensen, Markus and Hinton, Geoffrey E",Distinguishing text from graphics in on-line handwritten ink,2004.0,0
870903,1902,2054,article,"St{\'{e}}phan Cl{\'{e}}men{\c{c}}on and
Marine Depecker and
Nicolas Vayatis","Adaptive partitioning schemes for bipartite ranking - How to grow
and prune a ranking tree",2011,inproceedings,"Yu, Jin and Shi, Yu Xiang and Yang, Gui Wu",Finite Element Analysis and Experimental of Milling Force for Aeronautical Thin-Walled Workpiece,2011.0,0
874951,1914,1810,inproceedings,"Joel Herndon and
Alexandra Cooper",Improving social science data and statistical services through assessment,2005,incollection,"Tang, Nan and Yu, Jeffrey Xu and Wong, Kam-Fai and L{\""u}, Kevin and Li, Jianxin",Accelerating XML structural join by partitioning,2005.0,0
875551,1916,2258,inproceedings,Michael I. Jordan,Divide-and-conquer and statistical inference for big data,2012,inproceedings,"Jordan, Michael I and Jacobs, Robert A",Learning to control an unstable system with forward modeling,1990.0,0
884257,1942,2085,article,Roger Bivand,"Spatial Data Analysis: Theory and Practice. By Robert Haining (Cambridge:
Cambridge University Press, 2003) {ISBN} 0-521-77437-3",2004,article,"Griffiths, DMBTL and Tenenbaum, MIJJB",Hierarchical topic models and the nested Chinese restaurant process,2004.0,0
89269,149,2551,inproceedings,Junhu Wang and Jiang Li and Jeffrey Xu Yu,Answering tree pattern queries using views: a revisit,2011,article,"Leff, Avraham and Wolf, Joel L and Yu, Philip S",Replication algorithms in a remote caching architecture,1993.0,0
895659,1977,455,article,"Chih{-}Min Lin and
Ming{-}Chia Li and
Ang{-}Bung Ting and
Ming{-}Hung Lin","A robust self-learning {PID} control system design for nonlinear systems
using a particle swarm optimization algorithm",2011,inproceedings,"Molloy, Ian and Chen, Hong and Li, Tiancheng and Wang, Qihua and Li, Ninghui and Bertino, Elisa and Calo, Seraphin and Lobo, Jorge",Mining roles with semantic meanings,2008.0,0
900102,1993,453,article,"Boris Stilman and
Vladimir Yakhnis and
Oleg Umanskiy",The Primary Language of ancient battles,2011,book,"Bertino, Elisa and Ooi, Beng Chin and Sacks-Davis, Ron and Tan, Kian-Lee and Zobel, Justin and Shidlovsky, Boris and Andronico, Daniele",Indexing techniques for advanced database systems,2012.0,0
90095,150,1908,inproceedings,Qi Pan and Hong Cheng and Di Wu and Jeffrey Xu Yu and Yiping Ke,Stock risk mining by news,2010,inproceedings,"Pan, Qi and Cheng, Hong and Wu, Di and Yu, Jeffrey Xu and Ke, Yiping",Stock risk mining by news,2010.0,1
918117,2020,2548,article,"John William Paisley and
Chong Wang and
David M. Blei and
Michael I. Jordan",Nested Hierarchical Dirichlet Processes,2012,article,"Chi, Yun and Wang, Haixun and Philip, S Yu and Muntz, Richard R",Catch the moment: maintaining closed frequent itemsets over a data stream sliding window,2006.0,0
918361,2021,131,inproceedings,"Eric P. Xing and
Andrew Y. Ng and
Michael I. Jordan and
Stuart J. Russell",Distance Metric Learning with Application to Clustering with Side-Information,2002,article,"Freitag, Dayne and McCallum, Andrew",Information extraction with HMM structures learned by stochastic optimization,2000.0,0
922180,2027,2238,article,"XuanLong Nguyen and
Martin J. Wainwright and
Michael I. Jordan","Estimating Divergence Functionals and the Likelihood Ratio by Convex
Risk Minimization",2010,article,"Nguyen, XuanLong and Wainwright, Martin J and Jordan, Michael and others",Estimating divergence functionals and the likelihood ratio by convex risk minimization,2010.0,1
922799,2028,2310,inproceedings,"Francis R. Bach and
Michael I. Jordan",Tree-dependent Component Analysis,2002,inproceedings,"Bach, Francis R and Jordan, Michael I",Tree-dependent component analysis,2002.0,1
923711,2030,2161,inproceedings,"Kevin P. Murphy and
Yair Weiss and
Michael I. Jordan",Loopy Belief Propagation for Approximate Inference: An Empirical Study,1999,inproceedings,"Ganapathi, Archana and Kuno, Harumi and Dayal, Umeshwar and Wiener, Janet L and Fox, Armando and Jordan, Michael and Patterson, David",Predicting multiple metrics for queries: Better decisions enabled by machine learning,2009.0,0
928487,2037,2289,article,"Kevin P. Murphy and
Yair Weiss and
Michael I. Jordan",Loopy Belief Propagation for Approximate Inference: An Empirical Study,2013,article,"Jaakkola, Tommi S and Jordan, Michael I",Recursive algorithms for approximating probabilities in graphical models,1997.0,0
930351,2041,2182,inproceedings,"Lawrence K. Saul and
Michael I. Jordan",Exploiting Tractable Substructures in Intractable Networks,1995,article,"Saul, Lawrence K and Jordan, Michael I",Exploiting tractable substructures in intractable networks,1996.0,0
931728,2043,2252,article,"Fredrik Lindsten and
Thomas B. Sch{\""{o}}n and
Michael I. Jordan",Bayesian semiparametric Wiener system identification,2013,inproceedings,"Lanckriet, Gert and Ghaoui, Laurent E and Bhattacharyya, Chiranjib and Jordan, Michael I",Minimax probability machine,2001.0,0
932415,2044,2131,inproceedings,"David M. Blei and
Andrew Y. Ng and
Michael I. Jordan",Latent Dirichlet Allocation,2001,inproceedings,"Blei, David M and Ng, Andrew Y and Jordan, Michael I",Latent dirichlet allocation,2001.0,1
933186,2045,2234,inproceedings,"Erik B. Sudderth and
Michael I. Jordan",Shared Segmentation of Natural Scenes Using Dependent Pitman-Yor Processes,2008,inproceedings,"Sudderth, Erik B and Jordan, Michael I",Shared segmentation of natural scenes using dependent Pitman-Yor processes,2009.0,0
935059,2049,2285,inproceedings,"Francis R. Bach and
Michael I. Jordan","Discriminative training of hidden Markov models for multiple pitch
tracking [speech processing examples]",2005,inproceedings,"Bach, Francis R and Jordan, Michael and others",Discriminative training of hidden markov models for multiple pitch tracking [speech processing examples],2005.0,1
936235,2051,2197,inproceedings,"John William Paisley and
David M. Blei and
Michael I. Jordan",Stick-Breaking Beta Processes and the Poisson Process,2012,inproceedings,"Mackey, Lester W and Jordan, Michael I and Talwalkar, Ameet",Divide-and-conquer matrix factorization,2011.0,0
938243,2054,2299,inproceedings,Michael I. Jordan,A Statistical Approach to Decision Tree Modeling,1994,inproceedings,"Jordan, Michael I",A statistical approach to decision tree modeling,1994.0,1
943654,2064,1323,article,"Guillaume Obozinski and
Ben Taskar and
Michael I. Jordan","Joint covariate selection and joint subspace selection for multiple
classification problems",2010,article,"Hinton, Geoffrey E",Learning to represent visual input,2010.0,0
943724,2064,2095,article,"Guillaume Obozinski and
Ben Taskar and
Michael I. Jordan","Joint covariate selection and joint subspace selection for multiple
classification problems",2010,article,"Obozinski, Guillaume and Taskar, Ben and Jordan, Michael I",Joint covariate selection and joint subspace selection for multiple classification problems,2010.0,1
945952,2067,2760,article,"David M. Blei and
K. Franks and
Michael I. Jordan and
I. Saira Mian","Statistical modeling of biomedical corpora: mining the Caenorhabditis
Genetic Center Bibliography for genes related to life span",2006,inproceedings,"Kong, Xiangnan and Yu, Philip S and Ding, Ying and Wild, David J",Meta path-based collective classification in heterogeneous information networks,2012.0,0
951588,2076,2342,article,"Tamara Broderick and
Nicholas Boyd and
Andre Wibisono and
Ashia C. Wilson and
Michael I. Jordan",Streaming Variational Bayes,2013,inproceedings,"Broderick, Tamara and Boyd, Nicholas and Wibisono, Andre and Wilson, Ashia C and Jordan, Michael I",Streaming variational bayes,2013.0,0
